slug,title,first_line,book_slug,book_title,text,html_url,json_url,txt_url
sonnets-realities-xvii,Sonnets—Realities XVII,"whereas by dark really released,the modern",and,&,"whereas by dark really released,the modern
flame of her indomitable body
uses a careful fierceness.   Her lips study
my head gripping for a decision:burn
the terrific fingers which grapple and joke
on my passionate anatomy
of yes!   Large legs pinch,toes choke—
hair-thin strands of magic agony
....by day this lady in her limousine

oozes in fashionable traffic,just
a halfsmile (for society’s sweet sake)
in the not too frail lips almost discussed;
between her and ourselves a nearly-opaque
perfume disinterestedly obscene.",https://cummings.ee/book/and/poem/sonnets-realities-xvii/,https://cummings.ee/book/and/poem/sonnets-realities-xvii.json,https://cummings.ee/book/and/poem/sonnets-realities-xvii.txt
sonnets-realities-xviii,Sonnets—Realities XVIII,my girl’s tall with hard long eyes,and,&,"my girl’s tall with hard long eyes
as she stands,with her long hard hands keeping
silence on her dress,good for sleeping
is her long hard body filled with surprise
like a white shocking wire,when she smiles
a hard long smile it sometimes makes
gaily go clean through me tickling aches,
and the weak noise of her eyes easily files
my impatience to an edge—my girl’s tall
and taut,with thin legs just like a vine
that’s spent all of its life on a garden-wall,
and is going to die.   When we grimly go to bed
with these legs she begins to heave and twine
about me,and to kiss my face and head.",https://cummings.ee/book/and/poem/sonnets-realities-xviii/,https://cummings.ee/book/and/poem/sonnets-realities-xviii.json,https://cummings.ee/book/and/poem/sonnets-realities-xviii.txt
sonnets-realities-xx,Sonnets—Realities XX,Dick Mid’s large bluish face without eyebrows,and,&,"Dick Mid’s large bluish face without eyebrows

sits in the kitchen nights and chews a two-bit
cigar
      waiting for the bulls to pull his joint.
Jimmie was a dude.   Dark hair and nice hands.

with a little eye that rolled and made its point

Jimmie’s sister worked for Dick.   And had some rows
over percent.   The gang got shot up twice,it
operated in the hundred ands

All the chips would kid Jimmie to give them a kiss
but Jimmie lived regular. stewed three times a week.
and slept twice a week with a big toothless girl
in Yonkers.
           Dick Mid’s green large three teeth leak

smoke:remembering,two pink big lips curl....

how Jimmie was framed and got his",https://cummings.ee/book/and/poem/sonnets-realities-xx/,https://cummings.ee/book/and/poem/sonnets-realities-xx.json,https://cummings.ee/book/and/poem/sonnets-realities-xx.txt
sonnets-realities-xxi,Sonnets—Realities XXI,twentyseven bums give a prostitute the once,and,&,"twentyseven bums give a prostitute the once
-over. fiftythree(and one would see if it could)

eyes say the breasts look very good:
firmlysquirmy with a slight jounce,

thirteen pants have a hunch

admit in threedimensional distress
these hips were made for Horizontal Business
(set on big legs nice to pinch

assiduously which justgraze
each other).   As the lady lazily struts
                                        (her
thickish flesh superior to the genuine daze
of unmarketable excitation,

whose careless movements carefully scatter

pink propaganda of annihilation",https://cummings.ee/book/and/poem/sonnets-realities-xxi/,https://cummings.ee/book/and/poem/sonnets-realities-xxi.json,https://cummings.ee/book/and/poem/sonnets-realities-xxi.txt
sonnets-realities-xxii,Sonnets—Realities XXII,life boosts herself rapidly at me,and,&,"life boosts herself rapidly at me

through sagging debris of exploded day
the hulking perpendicular mammal
                                 a
grim epitome of chuckling flesh.
Weak thirsty fists of idiot futures bash

the bragging breasts,
                     puppy-faces to mouth
her ugly nipples squirming in pretty wrath,
gums skidding on slippery udders

                                 she
lifts an impertinent puerperal face
and with astute fatuous swallowed eyes
smiles,
        one grin very distinctly wobbles
from the thinning lips me hugely which embrace.
as in the hairy notching of clenched thighs

a friendless dingy female frenzy bubbles",https://cummings.ee/book/and/poem/sonnets-realities-xxii/,https://cummings.ee/book/and/poem/sonnets-realities-xxii.json,https://cummings.ee/book/and/poem/sonnets-realities-xxii.txt
chansons-innocentes-i,Chansons Innocentes I,why did you go,xli-poems,XLI Poems,"why did you go
little fourpaws?
you forgot to shut
your big eyes

where did you go?
like little kittens
are all the leaves
which open in the rain.

little kittens who
are called spring,
is what we stroke
maybe asleep?

do you know?or maybe did
something go away
every so quietly
when we weren’t looking.",https://cummings.ee/book/xli-poems/poem/chansons-innocentes-i/,https://cummings.ee/book/xli-poems/poem/chansons-innocentes-i.json,https://cummings.ee/book/xli-poems/poem/chansons-innocentes-i.txt
chansons-innocentes-ii,Chansons Innocentes II,little tree,xli-poems,XLI Poems,"little tree
little silent Christmas tree
you are so little
you are more like a flower

who found you in the green forest
and were you very sorry to come away?
see    i will comfort you
because you smell so sweetly

i will kiss your cool bark
and hug you safe and tight
just as your mother would,
only don’t be afraid

look      the spangles
that sleep all the year in a dark box
dreaming of being taken out and allowed to shine,
the balls the chains red and gold the fluffy threads,

put up your little arms
and i’ll give them all to you to hold
every finger shall have its ring
and there won’t be a single place dark or unhappy

then when you’re quite dressed
you’ll stand in the window for everyone to see
and how they’ll stare!
oh but you’ll be very proud

and my little sister and i will take hands
and looking up at our beautiful tree
we’ll dance and sing
“Noel Noel”",https://cummings.ee/book/xli-poems/poem/chansons-innocentes-ii/,https://cummings.ee/book/xli-poems/poem/chansons-innocentes-ii.json,https://cummings.ee/book/xli-poems/poem/chansons-innocentes-ii.txt
la-guerre-i,La Guerre I,earth like a tipsy,xli-poems,XLI Poems,"earth like a tipsy
biddy with an old mop punching
underneath
conventions exposes

hidden obscenities
nudging
into neglected sentiments brings
to light dusty

heroisms
and
finally colliding with the most 
expensive furniture upsets

a
crucifix which smashes into several
pieces and is hurriedly picked up and 
thrown on the ash-heap

where
lies
       what was once the discobolus of
one

Myron",https://cummings.ee/book/xli-poems/poem/la-guerre-i/,https://cummings.ee/book/xli-poems/poem/la-guerre-i.json,https://cummings.ee/book/xli-poems/poem/la-guerre-i.txt
la-guerre-ii,La Guerre II,Humanity i love you,xli-poems,XLI Poems,"Humanity i love you
because you would rather black the boots of
success than enquire whose soul dangles from his
watch-chain which would be embarassing for both

parties and because you
unflinchingly applaud all
songs containing the words country home and
mother when sung at the old howard

Humanity i love you because
when you’re hard up you pawn your
intelligence to buy a drink and when
you’re flush pride keeps

you from the pawn shop and 
because you are continually committing
nuisances but more
especially in your own house

Humanity i love you because you 
are perpetually putting the secret of
life in your pants and forgetting
it’s there and sitting down

on it
and because you are
forever making poems in the lap 
of death Humanity

i hate you",https://cummings.ee/book/xli-poems/poem/la-guerre-ii/,https://cummings.ee/book/xli-poems/poem/la-guerre-ii.json,https://cummings.ee/book/xli-poems/poem/la-guerre-ii.txt
portraits-i,Portraits I,conversation with my friend is particularly,xli-poems,XLI Poems,"conversation with my friend is particularly

to enjoy the composed sudden body atop which always quiv-
ers the electric Distinct face haughtily vital clinched
in a swoon of synopsis

despite a sadistic modesty his mind is seen frequently
fingering the exact beads of a faultless languor when
invisibly consult with some delicious image the a little
strolling lips and eyes inwardly crisping

for my friend,feeling is the sacred and agonizing prox-
imity to its desire of a doomed impetuous acute sentience
whose whitehot lips however suddenly approached may never
quite taste the wine which their nearness evaporates

to think is the slippery contours of a vase inexpressibly
fragile it is for the brain irrevocably frigid to touch a
merest shape which however slenderly by it caressed
will explode and spill the immediate imperceptible content

my friend’s being,out of the spontaneous clumsy trivial
acrobatic edgeless gesture of existence,continually whit-
tles keen careful futile flowers

(isolating with perpetually meticulous concupiscence the
bright large undeniable disease of Life, himself occasion-
ally contrives an unreal precise intrinsic fragment of
actuality),

an orchid whose velocity is sculptural",https://cummings.ee/book/xli-poems/poem/portraits-i/,https://cummings.ee/book/xli-poems/poem/portraits-i.json,https://cummings.ee/book/xli-poems/poem/portraits-i.txt
portraits-ii,Portraits II,one April dusk the,xli-poems,XLI Poems,"one April dusk the
sallow street-lamps were turning
snowy against a west of robin’s egg blue when
i entered a mad street whose

mouth dripped with slavver of
spring
chased two flights of squirrel-stairs into
a mid-victorian attic which is known as
O ΠΑΡΘΕΝΩΝ
           and having ordered
yaoorti from
Nicho’
settled my feet on the 

ceiling inhaling six divine inches
of Haremina        in
the thick of the snick-
er of cards and smack of back-

gammon boards i was aware of an entirely
dirty circle of habitués their
faces like cigarettebutts, chewed
with disdain,       lead by a Jumpy

Tramp who played each
card as if it were a thunderbolt red-
hot      peeling
off huge slabs of a fuzzy

language with the aid of an exclamatory
tooth-pick
And who may that
be i said exhaling into

eternity as Nicho’ laid
before me bread
more downy than street-lamps
upon an almostclean

plate
“Achilles” 
said
Nicho’

“and did you perhaps wish also shishkabob?”",https://cummings.ee/book/xli-poems/poem/portraits-ii/,https://cummings.ee/book/xli-poems/poem/portraits-ii.json,https://cummings.ee/book/xli-poems/poem/portraits-ii.txt
portraits-iv,Portraits IV,the skinny voice,xli-poems,XLI Poems,"the skinny voice

of the leatherfaced
woman with the crimson
nose and coquettishly-
cocked bonnet

having ceased     the

captain
announces that as three
dimes seven nickels and ten
pennies have been deposited upon

the drum   there is need

of just twenty five cents
dear friends
to make it an even
dollar      whereupon

the Divine Average who was

attracted by the inspired
sister’s howling moves
off
will anyone tell him why he should

blow two bits for the coming of Christ Jesus

?
??
???
!

nix, kid",https://cummings.ee/book/xli-poems/poem/portraits-iv/,https://cummings.ee/book/xli-poems/poem/portraits-iv.json,https://cummings.ee/book/xli-poems/poem/portraits-iv.txt
portraits-iii,Portraits III,Picasso,xli-poems,XLI Poems,"Picasso
you give us Things
which
bulge:grunting lungs pumped full of sharp thick mind

you make us shrill
presents always
shut in the sumptuous screech of
simplicity

(out of the
black unbunged
Something gushes vaguely a squeak of planes
or

between squeals of
Nothing grabbed with circular shrieking tightness
solid screams whisper.)
Lumberman of The Distinct

your brain’s
axe only chops hugest inherent
Trees of Ego,from
whose living and biggest

bodies lopped
of every
prettiness

you hew form truly",https://cummings.ee/book/xli-poems/poem/portraits-iii/,https://cummings.ee/book/xli-poems/poem/portraits-iii.json,https://cummings.ee/book/xli-poems/poem/portraits-iii.txt
portraits-ix,Portraits IX,at the ferocious phenomenon of 5 o’clock i find myself gently decompos-,xli-poems,XLI Poems,"at the ferocious phenomenon of 5 o’clock i find myself gently decompos-
ing in the mouth of New York.     Between its supple financial teeth delir-
lously sprouting from complacent gums,a morsel prettily wanders buoy-
ed on the murderous saliva of industry.  the morsel is i.

Vast cheeks enclose me.

a gigantic uvula with imperceptible gesticulations threatens the tub-
ular downward blackness occasionally from which detatching itself bumps
clumsily into the throat A meticulous vulgarity:

a sodden fastidious normal explosion;a square murmur,a winsome flatu-
lence—

In the soft midst of the tongue sits the Woolworth building a serene
pastile-shaped insipid kinesis of frail swooping lozenge.      a ruglike
sentience whose papillæ expertly drink the docile perpendicular taste
of this squirming cube of undiminished silence,supports while devour-
ing the firm tumult of exquisitely insecure sharp algebraic music.
For the first time in sorting from this vast nonchalant inward walk of
volume the flat minute gallop of careful hugeness i am conjugated by
the sensual mysticism of entire vertical being ,i am skilfully con-
strued by a delicately experimenting colossus whose irrefutable spiral
antics involve me with the soothings of plastic hypnotism     .i am ac-
curately parsed by this gorgeous rush of upward lips....

cleverly

perching on the sudden extremity of one immense tooth myself surveys
safely the complete important profane frantic inconsequential gastro-
nomic mystery of mysteries
                          ,life.

Far below myself the lunging leer of horizontal large distinct ecstasy
wags and.rages    Laughters jostle grins nudge smiles push—.       deep into
the edgeless gloaming gladness hammers incessant putrid spikes of mad-
ness (at

Myself’s height these various innocent ferocities are superceded by
the sole prostituted ferocity of silence,it is) still 5 o’clock

I stare only always into the tremendous canyon the
,tremendous canyon always only exhales a climbing dark exact walloping
human noise of digestible millions whose rich slovenly obscene proces-
sion always floats through the thin amorous enormous only lips of
the evening

           And it is 5 o’clock

           in the oblong air, from which a singular ribbon of common sunset
is hanging,

snow speaks slowly",https://cummings.ee/book/xli-poems/poem/portraits-ix/,https://cummings.ee/book/xli-poems/poem/portraits-ix.json,https://cummings.ee/book/xli-poems/poem/portraits-ix.txt
portraits-vi,Portraits VI,it’s just like a coffin’s,xli-poems,XLI Poems,"it’s just like a coffin’s
inside when you die,
pretentious and
shiny and
not too wide
             dear god

there’s a portrait
over the door very notable of
the sultan’s nose pullable and rosy
flanked by the scrumptious magdalene
of whoisit and madame
something by gainsborough
                          just the playthings
                          for dust   n’es-ce pas

   effendi drifts between
   tables like an old leaf
   between toadstools
he is the cheerfulest of men
   his peaked head smoulders
   like a new turd in April
   his legs are brittle and small
   his feet large and fragile
his queer hands twitter before him,like foolish
   butterflies
he is the most courteous of men

should you remark the walls have been repapered

he will nod
           like buddha
           or answer modestly
i am dying

so let us come in together and
drink coffee covered with froth
half-mud
and not too
sweet?",https://cummings.ee/book/xli-poems/poem/portraits-vi/,https://cummings.ee/book/xli-poems/poem/portraits-vi.json,https://cummings.ee/book/xli-poems/poem/portraits-vi.txt
portraits-v,Portraits V,"as usual i did not find him in cafes, the more dissolute",xli-poems,XLI Poems,"as usual i did not find him in cafes, the more dissolute atmosphere
of a street superimposing a numbing imperfectness upon such peregri-
nations as twilight spontaneously by inevitable tiredness of flang-
ing shop-girls impersonally affords furnished a soft first clue to
his innumerable whereabouts       violet logic of annihilation demon-
strating from woolworthian pinnacle a capable millennium of faces
meshing with my curiously instant appreciation exposed his hiber-
native contours,
aimiable immensity impeccably extending the courtesy of five o’clock
became the omen of his presence    it was spring by the way in the
soiled canary-cage of largest existence

(when he would extemporise the innovation of muscularity upon the
most crimson assistance of my comforter a click of deciding glory
inflicted to the negative silence that primeval exposure whose elec-
tric solidity remembers some accurately profuse scratchings in a
recently discovered cave,   the carouse of geometrical putrescence
whereto my invariably commendable room has been forever subject his
Earliest word wheeled out on the sunny dump of oblivion)

a tiny dust finely arising at the integration of my soul i coughed

,naturally",https://cummings.ee/book/xli-poems/poem/portraits-v/,https://cummings.ee/book/xli-poems/poem/portraits-v.json,https://cummings.ee/book/xli-poems/poem/portraits-v.txt
portraits-viii,Portraits VIII,5,xli-poems,XLI Poems,"5
derbies-with-men-in-them smoke Helmar
cigarettes    2
play backgammon,3 watch

a has gold
teeth b pink
suspenders c
reads Atlantis

x and y play    b
cries “effendi” “Uh” “coffee”
“uh”       enter
paperboy,c

buys Bawstinamereekin,exit
paperboy     a finishes
Helmar     lights
another

       x and y
play,effendi approaches,sets
down coffee       withdraws
a and c discuss news in

turkish x and y play b spits
x and
y
play,b starts armenian record

                              pho
nographisrunn
ingd o   w,     n      phonograph
                          stopS.

b swears in persian at phonograph
x wins      exeunt ax:by;c,
Goo dnightef fendi
....

five men in derbies",https://cummings.ee/book/xli-poems/poem/portraits-viii/,https://cummings.ee/book/xli-poems/poem/portraits-viii.json,https://cummings.ee/book/xli-poems/poem/portraits-viii.txt
songs-i,Songs I,"the
    sky
        was",xli-poems,XLI Poems,"the
    sky
        was
can  dy  lu
minous
       edible
spry
     pinks shy
lemons
greens   coo  l choc
olate
s.

   un   der,
   a  lo
co
mo
   tive     s   pout
                    ing
                       vi
                       o
                       lets",https://cummings.ee/book/xli-poems/poem/songs-i/,https://cummings.ee/book/xli-poems/poem/songs-i.json,https://cummings.ee/book/xli-poems/poem/songs-i.txt
songs-ii,Songs II,of my,xli-poems,XLI Poems,"of my
soul a street is:
prettinesses Pic-
abian tricktrickclickflick-er
garnished
of stark Picasso
throttling trees

hither
my soul
repairs herself with
prisms of sharp mind
and Matisse rhythms
to juggle Kandinsky gold-fish

away from the gripping gigantic
muscles of Cézanne’s
logic,
      oho.
      a street
there is

where strange birds    purr",https://cummings.ee/book/xli-poems/poem/songs-ii/,https://cummings.ee/book/xli-poems/poem/songs-ii.json,https://cummings.ee/book/xli-poems/poem/songs-ii.txt
portraits-vii,Portraits VII,my mind is,xli-poems,XLI Poems,"my mind is
a big hunk of irrevocable nothing which touch and taste and smell
and hearing and sight keep hitting and chipping with sharp fatal
tools
in an agony of sensual chisels i perform squirms of chrome and ex-
ecute strides of cobalt
nevertheless i
feel that i cleverly am being altered that i slightly am becoming
something a little different,in fact
myself
Hereupon helpless i utter lilac shrieks and scarlet bellowings.",https://cummings.ee/book/xli-poems/poem/portraits-vii/,https://cummings.ee/book/xli-poems/poem/portraits-vii.json,https://cummings.ee/book/xli-poems/poem/portraits-vii.txt
songs-iii,Songs III,when life is quite through with,xli-poems,XLI Poems,"when life is quite through with
and leaves say alas,
much is to do
for the swallow,that closes
a flight in the blue;

when love ’s had his tears out,
perhaps shall pass
a million years
(while a bee dozes
on the poppies,the dears;

when all’s done and said,and
under the grass
lies her head
by oaks and roses
deliberated.)",https://cummings.ee/book/xli-poems/poem/songs-iii/,https://cummings.ee/book/xli-poems/poem/songs-iii.json,https://cummings.ee/book/xli-poems/poem/songs-iii.txt
songs-iv,Songs IV,into the smiting,xli-poems,XLI Poems,"into the smiting
sky tense
with
blend

ing
the
tree     leaps
               a stiffened exquisite

i
wait the sweet
annihilation of swift
flesh

i make me stern against
your charming strength


O haste
        annihilator
drawing into you my enchanting
leaves",https://cummings.ee/book/xli-poems/poem/songs-iv/,https://cummings.ee/book/xli-poems/poem/songs-iv.json,https://cummings.ee/book/xli-poems/poem/songs-iv.txt
songs-ix,Songs IX,Lady of Silence,xli-poems,XLI Poems,"Lady of Silence
from the winsome cage of
thy body
rose
     through the sensible
night
a
quick bird

(tenderly upon
the dark’s prodigious face
thy
voice
      scattering perfume-gifted
wings
suddenly escorts
with feet
sun-sheer

the smarting beauty of dawn)",https://cummings.ee/book/xli-poems/poem/songs-ix/,https://cummings.ee/book/xli-poems/poem/songs-ix.json,https://cummings.ee/book/xli-poems/poem/songs-ix.txt
songs-v,Songs V,"Where’s Madge then,",xli-poems,XLI Poems,"Where’s Madge then,
Madge and her men?
buried with
Alice in her hair,
(but if you ask the rain
he’ll not tell where.)

beauty makes terms
with time and his worms,
when loveliness
says sweetly Yes
to wind and cold;
and how much earth
is Madge worth?
Inquire of the flower that sways in the autumn
she will never guess.
but i know",https://cummings.ee/book/xli-poems/poem/songs-v/,https://cummings.ee/book/xli-poems/poem/songs-v.json,https://cummings.ee/book/xli-poems/poem/songs-v.txt
songs-vi,Songs VI,after five,xli-poems,XLI Poems,"after five
times the poem
of thy remembrance
surprises with refrain

of unreasoning summer
that by responding
ways cloaked with renewal
my body turns toward

thee
again     for the stars have been
finished in the nobler trees and
the language of leaves repeats

eventual perfection
while east deserves of dawn.
i lie at length,breathing
with shut eyes

the sweet earth where thou liest",https://cummings.ee/book/xli-poems/poem/songs-vi/,https://cummings.ee/book/xli-poems/poem/songs-vi.json,https://cummings.ee/book/xli-poems/poem/songs-vi.txt
songs-vii,Songs VII,"between green
              mountains",xli-poems,XLI Poems,"between green
              mountains
sings the flinger
of

fire   beyond red rivers
of fair perpetual
feet the
sinuous

        riot

the
flashing
bacchant.

partedpetaled
mouth,face
delirious.   indivisible
grace

      of dancing",https://cummings.ee/book/xli-poems/poem/songs-vii/,https://cummings.ee/book/xli-poems/poem/songs-vii.json,https://cummings.ee/book/xli-poems/poem/songs-vii.txt
songs-viii,Songs VIII,in the rain-,xli-poems,XLI Poems,"in the rain-
darkness,    the sunset
being sheathed i sit and
think of you

the holy
city which is your face
your little cheeks the streets
of smiles

your eyes half-
thrush
half-angel and your drowsy
lips where float flowers of kiss

and
there is the sweet shy pirouette
your hair
and then

your dancesong
soul.    rarely-beloved
a single star is
uttered,and i

think
      of you",https://cummings.ee/book/xli-poems/poem/songs-viii/,https://cummings.ee/book/xli-poems/poem/songs-viii.json,https://cummings.ee/book/xli-poems/poem/songs-viii.txt
songs-x,Songs X,the hills,xli-poems,XLI Poems,"the hills
like poets put on
purple thought against
the

magnificent clamor of
                        day
tortured
in gold,which presently

crumpled
collapses
exhaling a red soul into the dark

so
duneyed master
enter
the sweet gates

                   of my heart and
take
the
rose,

which perfect
is
With killing hands",https://cummings.ee/book/xli-poems/poem/songs-x/,https://cummings.ee/book/xli-poems/poem/songs-x.json,https://cummings.ee/book/xli-poems/poem/songs-x.txt
songs-xi,Songs XI,"i will wade out
               till my thighs are steeped in burning flowers",xli-poems,XLI Poems,"i will wade out
               till my thighs are steeped in burning flowers
I will take the sun in my mouth
and leap into the ripe air
                           Alive
                                 with closed eyes
to dash against darkness
                       in the sleeping curves of my body
Shall enter fingers of smooth mastery
with chasteness of sea-girls
                             Will i complete the mystery
                             of my flesh
I will rise
            After a thousand years
lipping
flowers
        And set my teeth in the silver of the moon",https://cummings.ee/book/xli-poems/poem/songs-xi/,https://cummings.ee/book/xli-poems/poem/songs-xi.json,https://cummings.ee/book/xli-poems/poem/songs-xi.txt
songs-xii,Songs XII,"cruelly,love",xli-poems,XLI Poems,"cruelly,love
walk the autumn long;
the last flower in whose hair,
thy lips are cold with songs

for which is
first to wither,to pass?
shallowness of sunlight
falls and,cruelly,
across the grass
Comes the 
moon

love,walk the
autumn
love,for the last
flower in the hair withers;
thy hair is acold with 
dreams,
love thou art frail

—walk the longness of autumn
smile dustily to the people,
for winter
who crookedly care.",https://cummings.ee/book/xli-poems/poem/songs-xii/,https://cummings.ee/book/xli-poems/poem/songs-xii.json,https://cummings.ee/book/xli-poems/poem/songs-xii.txt
sonnets-i,Sonnets I,if learned darkness from our searched world,xli-poems,XLI Poems,"if learned darkness from our searched world

wrestest the rare unwisdom of thy eyes,
if thy two hands flowers of silence curled

upon a wish,to rapture should surprise
my soul slowly which on thy beauty dreams
(proud through the cold perfect night whisperless

to mark,how that asleep whitely she seems

whose lips the whole of life almost do guess)

if god should send the morning;and before
my doubting window leaves softly to stir,
of thoughtful trees whom night hath pondered o’er
—and frailties of dimension to occur

about us
         and birds known,scarcely to sing

(heart,could we bear the marvel of this thing?)",https://cummings.ee/book/xli-poems/poem/sonnets-i/,https://cummings.ee/book/xli-poems/poem/sonnets-i.json,https://cummings.ee/book/xli-poems/poem/sonnets-i.txt
sonnets-ii,Sonnets II,O Thou to whom the musical white spring,xli-poems,XLI Poems,"O Thou to whom the musical white spring

offers her lily inextinguishable,
taught by thy tremulous grace bravely to fling

Implacable death’s mysteriously sable
robe from her redolent shoulders,
                                 Thou from whose
feet reincarnate song suddenly leaping
flameflung,mounts,inimitably to lose
herself where the wet stars softly are keeping

their exquisite dreams—O Love! upon thy dim
shrine of intangible commemoration,
(from whose faint close as some grave languorous hymn

pledged to illimitable dissipation
unhurried clouds of incense fleetly roll)

i spill my bright incalculable soul.",https://cummings.ee/book/xli-poems/poem/sonnets-ii/,https://cummings.ee/book/xli-poems/poem/sonnets-ii.json,https://cummings.ee/book/xli-poems/poem/sonnets-ii.txt
sonnets-iii,Sonnets III,when unto nights of autumn do complain,xli-poems,XLI Poems,"when unto nights of autumn do complain
earth’s ghastlier trees by whom Time measured is
when frost to dance maketh the sagest pane
of littler huts with peerless fantasies
or the unlovely longness of the year

droops with things dead athwart the narrowing hours
and hope(by cold espoused unto fear)
in dreadful corners hideously cowers—

i do excuse me,love,to Death and Time

storms and rough cold,wind’s menace and leaf’s grieving:
from the impressed fingers of sublime
Memory,of that loveliness receiving
the image my proud heart cherished as fair.

(The child-head poised with the serious hair)",https://cummings.ee/book/xli-poems/poem/sonnets-iii/,https://cummings.ee/book/xli-poems/poem/sonnets-iii.json,https://cummings.ee/book/xli-poems/poem/sonnets-iii.txt
sonnets-iv,Sonnets IV,this is the garden:colours come and go,xli-poems,XLI Poems,"this is the garden:colours come and go,
frail azures fluttering from night’s outer wing
strong silent greens serenely lingering,
absolute lights like baths of golden snow. 
This is the garden:pursed lips do blow
upon cool flutes within wide glooms,and sing
(of harps celestial to the quivering string)
invisible faces hauntingly and slow.

This is the garden.   Time shall surely reap
and on Death’s blade lie many a flower curled,
in other lands where other songs be sung;
yet stand They here enraptured,as among
the slow deep trees perpetual of sleep
some silver-fingered fountain steals the world.",https://cummings.ee/book/xli-poems/poem/sonnets-iv/,https://cummings.ee/book/xli-poems/poem/sonnets-iv.json,https://cummings.ee/book/xli-poems/poem/sonnets-iv.txt
sonnets-ix,Sonnets IX,when my sensational moments are no more,xli-poems,XLI Poems,"when my sensational moments are no more
unjoyously bullied of vilest mind

and sweet uncaring earth by thoughtful war
heaped wholly with high wilt of human rind—
when over hate has triumphed darkly love

and the small spiritual cry of spring
utters a striving flower,
                         just where strove
the droll god-beasts

                     do thou distinctly bring
thy footstep,and the rushing of thy deep
hair and the smiting smile didst love to use
in other days (drawing my Mes from sleep
whose stranger dreams thy strangeness must abuse....)

Time being not for us,purple roses were
sweeter to thee
               perchance to me deeper.",https://cummings.ee/book/xli-poems/poem/sonnets-ix/,https://cummings.ee/book/xli-poems/poem/sonnets-ix.json,https://cummings.ee/book/xli-poems/poem/sonnets-ix.txt
sonnets-v,Sonnets V,Thou in whose swordgreat story shine the deeds,xli-poems,XLI Poems,"Thou in whose swordgreat story shine the deeds
of history her heroes,sounds the tread
of those vast armies of the marching dead,
with standards and the neighing of great steeds
moving to war across the smiling meads;
thou by whose page we break the precious bread
of dear communion with the past,and wed
to valor,battle with heroic breeds;

thou,Froissart,for that thou didst love the pen
while others wrote in steel,accept all praise
of after ages,and of hungering days
for whom the old glories move,the old trumpets cry;
who gavest as one of those immortal men
his life that his fair city might not die.",https://cummings.ee/book/xli-poems/poem/sonnets-v/,https://cummings.ee/book/xli-poems/poem/sonnets-v.json,https://cummings.ee/book/xli-poems/poem/sonnets-v.txt
sonnets-vi,Sonnets VI,when the proficient poison sure sleep,xli-poems,XLI Poems,"when the proficient poison sure sleep
bereaves us of our slow tranquillities

and He without Whose favour nothing is
(being of men called Love) upward doth leap
from the mute hugeness of depriving deep,

with thunder of those hungering wings of His,

into the lucent and large signories
—i shall not smile beloved;i shall not weep:

when from the less-then-whiteness of thy face
(whose eyes inherit vacancy) will time
extract his inconsiderable doom,
when these they lips beautifully embrace
nothing
        and when thy bashful hands assume

silence beyond the mystery of rhyme",https://cummings.ee/book/xli-poems/poem/sonnets-vi/,https://cummings.ee/book/xli-poems/poem/sonnets-vi.json,https://cummings.ee/book/xli-poems/poem/sonnets-vi.txt
sonnets-viii,Sonnets VIII,come nothing to my comparable soul,xli-poems,XLI Poems,"come nothing to my comparable soul
which with existence has conversed in vain,
O scrupulously take thy trivial toll,
for whose cool feet this frantic heart is fain;
try me with thy perfumes which have seduced
the mightier nostrils of the fervent dead,
feed with felicities me wormperused
by whom the hungering mouth of time is fed:
and if i like not what thou givest me
to him let me complain,whose seat is where
revolving planets struggle to be free
with the astounding everlasting air—
but if i like,i'll take between thy hands
what no man feels,no woman understands.",https://cummings.ee/book/xli-poems/poem/sonnets-viii/,https://cummings.ee/book/xli-poems/poem/sonnets-viii.json,https://cummings.ee/book/xli-poems/poem/sonnets-viii.txt
sonnets-vii,Sonnets VII,and what were roses.     Perfume? for i do,xli-poems,XLI Poems,"and what were roses.     Perfume?for i do
forget....or mere Music mounting unsurely

twilight
         but here were something more maturely
childish,more beautiful almost than you.

Yet if not flower, tell me softly who

be these haunters of dreams always demurely
halfsmiling from cool faces,moving purely
with muted step,yet somewhat proudly too—

are they not ladies,ladies of my dreams
justly touching roses their fingers whitely
live by?
         or better,
                   queens,queens laughing lightly
crowned with far colours,

                         thinking very much
of nothing and whom dawn loves most to touch

wishing by willows,bending up streams?",https://cummings.ee/book/xli-poems/poem/sonnets-vii/,https://cummings.ee/book/xli-poems/poem/sonnets-vii.json,https://cummings.ee/book/xli-poems/poem/sonnets-vii.txt
sonnets-x,Sonnets X,I have seen her stealthily frail,xli-poems,XLI Poems,"I have seen her stealthily frail
flower walking with its fellows in the death
of light,against whose enormous curve of flesh
exactly cubes of tiny fragrance try;
i have watched certain petals rapidly wish
in the corners of her youth;whom,fiercely shy
and gently brutal,the prettiest wrath
of blossoms dishevelling made a pale
fracas upon the accurate moon....
Across the important gardens her body
will come toward me with its hurting sexual smell
of lilies....beyond night’s silken immense swoon
the moon is like a floating silver hell
a song of adolescent ivory.",https://cummings.ee/book/xli-poems/poem/sonnets-x/,https://cummings.ee/book/xli-poems/poem/sonnets-x.json,https://cummings.ee/book/xli-poems/poem/sonnets-x.txt
